Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
משרד החינוך,edu.gov.il,1.12E+14,282274,2020-07-14 18:49:47 EET,Native Video,68,11,28,12,0,0,0,0,4,crosspost,4295,5873,6843,00:03:00,https://www.facebook.com/edu.gov.il/posts/3271635272901239,"קורס מתקדם ""תבור"" 2020 במחוז צפון - משרד החינוך, בקליפ סיום מונגש לכבדי שמיעה וחרשים - בגלל החובה לעטות מסכה, חניכי הקורס למדו ותירגלו את שפת הסימנים ושילבו אותו בקליפ. משצים פלוס מינהל חברה ונוער - משרד החינוך אגודת החירשים בישראל - The Association of the Deaf in Israel",https://www.facebook.com/edu.gov.il/videos/272024067241048/,,,אם תרצי - קליפ סיום מונגש לכבדי שמיעה,,,,1.22
משרד החינוך,edu.gov.il,1.12E+14,282263,2020-07-15 08:24:00 EET,Native Video,205,17,23,16,1,4,0,0,2,crosspost,64215,64824,65817,00:01:03,https://www.facebook.com/edu.gov.il/posts/3277713178960115,"כשעולים על החשמליים שומרים על הכללים - רוכבים בכיף ובטוח! תקשיבו לברקסי, הוא כבר הבין. 🚲 מתקינים גלאי עשן 🚲 16+ הגיל המותר לרכיבה 🚲 מטעינים את הסוללה בהשגחה בלבד 🚲 חובשים קסדה בכל רכיבה 🚲 שמירה על מקוריות וקיבולת הבטרייה למידע נוסף היכנסו>> https://bit.ly/2AVV3ET:=:https://students.education.gov.il/social-and-enrichment-activities/road-safety/electric-bicycle כבאות והצלה לישראל Israel Fire & Rescue Authority הרשות הלאומית לבטיחות בדרכים אגף זה""ב, נגישות ואורח חיים בטוח - משרד החינוך",https://www.facebook.com/edu.gov.il/videos/700194974165142/,,,רוכבים בטוח בדרכים,,,,2.65
משרד הביטחון,MODIsrael,3.84E+14,230110,2020-07-15 12:27:33 EET,Photo,102,5,6,0,0,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/3152331694806061,"עדכון מלוניות קורונה במסגרת ההתמודדות עם הגל השני: עלה ל-20 מספר בתי המלון והאכסניות שמשרד הביטחון מפעיל. בנוסף חתם מינהל הרכש על 8 חוזים נצורים עם בתי מלון, שיוכלו לקלוט חולים ומבודדים נוספים. מדובר בעתודה של 960 חדרים, שניתן לפתוח בהתראה קצרה, בהתאם לקצב העלייה בתחלואה.",https://www.facebook.com/MODIsrael/photos/a.596717413700848/3152331204806110/?type=3,,,,,,,-2.08
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,52407,2020-07-15 16:54:47 EET,Photo,28,8,1,0,1,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/4404464809565490,"פותחים את העונה! שר האוצר ישראל כ״ץ - Israel Katz ושר התרבות והספורט חילי טרופר | Chili Tropper סיכמו: רשת ביטחון בסך 110 מיליון ש""ח לענפי הכדורסל והכדורגל שיאפשר את פתיחת עונת 20/21",https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/4404460612899243/?type=3,,,,,,,-1.69
משרד החינוך,edu.gov.il,1.12E+14,282263,2020-07-15 18:52:51 EET,Photo,163,25,8,4,0,1,0,0,1,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3258710497527050,"בהצלחה לתלמידים והתלמידות הניגשים מחר בבחינת הבגרות בתנ""ך!",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3258709944193772/?type=3,,,,,,,1.53
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,52407,2020-07-15 18:57:46 EET,Live Video Complete,26,53,4,9,0,1,1,6,0,crosspost,2233,2340,128525,00:31:17,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/4101872239855039,הצטרפו לשידור החי של ראש-הממשלה ושר האוצר >>,https://www.facebook.com/Israeli.Ministry.of.Finance/videos/4101872239855039/,,,"שידור חי: רה""מ נתניהו ושר האוצר כ""ץ במסיבת עיתונאים",,,,-1.01
משרד החינוך,edu.gov.il,1.12E+14,282268,2020-07-16 08:21:45 EET,Native Video,28,2,24,0,0,0,0,0,0,original,3954,5499,0,00:00:37,https://www.facebook.com/edu.gov.il/posts/3282860861778680,"מורי מדעים בחט״ב שחלקם עברו זה עתה הסבה מהייטק, מתנסים בחקירה של תופעות יומיומיות ומעוררות פליאה בפיזיקה - בהשתלמות ״שער לפיזיקה״ בהובלת צוותה של פרופ׳ עידית ירושלמי ממכון ויצמן. המורים מבצעים ניסויים בבית בעזרת היישום tracker ובאמצעים מגוונים נוספים המאפשרים להם לשתף פעולה במדידה ובניתוח נתונים. השתלמויות אלו מכשירות את המורים לקיים עם התלמידים גם מרחוק פעילויות המגבירות את תחושת המסוגלות והסקרנות ופותחת בפני התלמידים את השער למגמת פיזיקה.",https://www.facebook.com/edu.gov.il/videos/571249916902245/,,,ניסויים במדעים מהבית,,,,-1.87
משרד החינוך,edu.gov.il,1.12E+14,282268,2020-07-16 11:08:20 EET,Photo,53,20,11,1,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3282924571772309,"מכירים מורים משקיענים שמתכננים את השנה הבאה?? מעל 2,000 מורים ומורות הצטרפו בחודש יוני לסדרת הקורסים החדשה ללמידה מרחוק של קמפוס IL! תייגו את אנשי החינוך היקרים של הילדים שלכם בתגובות והעניקו להם כלים נוספים לסוג הלמידה החדש, בחינם 💻📲 📌סדרת הקורסים פותחה על ידי מנהל תקשוב, חטיבת הטמעת טכנולוגיות בחינוך, בשיתוף עם אגפי הגיל ומנהל עובדי הוראה במשרד החינוך 📌הקורסים מוכרים לגמול השלמות בשילוב פרקטיקה ובליווי מומחי תקשוב. להרשמה, יש לפנות לאחראי תקשוב במחוזות ציבור המורים עשה מעל ומעבר כדי להסתגל ללמידה מרחוק בזמן משבר הקורונה. משרד החינוך רואה את הצעד הבא, ונערך לקראת השנה הבאה עם סדרת קורסים חדשה ומעודכנת: בואו ללמוד מה ההבדל בין שיעור א-סינכורני לסינכורני ומהי למידה משולבת? מהם GoogleMeet, Microsoft Teams ואיך מתכננים שבוע למידה שלם ובהתאם לגילים השונים? להרשמה לסדרת הקורסים ללמידה מרחוק>> https://bit.ly/2OdW91Q:=:https://campus.gov.il/?s=%D7%9C%D7%9E%D7%99%D7%93%D7%94+%D7%9E%D7%A8%D7%97%D7%95%D7%A7+ ישראל דיגיטלית - Digital Israel",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3282923555105744/?type=3,,,,,,,-1.53
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,52448,2020-07-16 17:52:31 EET,Native Video,222,204,25,6,2,63,7,36,1,original,141946,142194,0,00:00:30,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/4409330519078919,"תוכנית רשת ביטחון כלכלית של ממשלת ישראל יצאה לדרך! צעד מיידי ראשון בחבילת סיוע חסרת תקדים שתזרים כסף לעצמאים, לשכירים ולעסקים.",https://www.facebook.com/Israeli.Ministry.of.Finance/videos/281198792963119/,,,,,,,3.27
משרד החינוך,edu.gov.il,1.12E+14,282268,2020-07-16 18:13:19 EET,Photo,124,47,35,5,0,0,0,0,2,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3282880955110004,"בשבוע הבא תתקיים בבתי הספר בחינת תיאוריה, לקראת הוצאת רישיון נהיגה. 🛑⛔🛑⛔🛑⛔🛑⛔🛑⛔🛑⛔ 🚘בשנת הלימודים הנוכחית, ייבחנו בבחינה מקוונת כשישים אלף תלמידי כיתות י'. 🚘 מה לומדים? כל שנדרש כדי לשפר את תרבות הנהיגה במדינת ישראל. בין הנושאים שנלמדים: עייפות בנהיגה, התמודדות עם לחץ חברתי, היסח הדעת וסכנות השימוש באלכוהול ובנייד. 🚘 מי שיעבור את הבחינה (מעל הציון 80) יקבל פטור מתיאוריה ל-3 שנים. 🚘 השנה, כדי לשפר המוכנות של התלמידים לבחינה, גובשו מאגרי שאלות בעברית ובערבית, המקיפים כ- 600 שאלות בנוסף, הושקה אפליקציה חדשה בפורטל התלמידים לנייד שבאמצעותה ניתן לתרגל את השאלות, להתנסות ולהיבחן ולקבל ציון לקראת הבחינה. משרד החינוך פועל לחיזוק החינוך התעבורתי, ולשיפור דפוסי הנהיגה בישראל. לפרטים נוספים היכנסו >> https://bit.ly/2ZKqLO2:=:https://students.education.gov.il/social-and-enrichment-activities/road-safety/traffic-related-education אגף זה""ב, נגישות ואורח חיים בטוח - משרד החינוך משרד התחבורה והבטיחות בדרכים הרשות הלאומית לבטיחות בדרכים מטח-חינוך פוגש טכנולוגיה",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3271780176220082/?type=3,,,,,,,1.61
משרד החינוך,edu.gov.il,1.12E+14,282280,2020-07-17 08:27:00 EET,Photo,56,35,8,0,1,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3279988912065875,אנחנו מחפשים מנהלות ומנהלים שרואים רחוק! אתם מוזמנים להגיש מועמדות למשרות ניהול במשרד החינוך. הרשמה עד לתאריך 27.7.2020 https://bit.ly/2Undl8G:=:https://poh.education.gov.il/MerhavMinhali/TafkideiNihul/Pages/MinuiMenahalim.aspx,https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3279986895399410/?type=3,,,Photos from ‎משרד החינוך‎'s post,,,,-1.29
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,52499,2020-07-17 14:14:54 EET,Photo,62,35,31,1,2,0,1,1,1,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/4413298642015440,"עדכון לעצמאים ולבעלי העסקים: שר האוצר ישראל כ״ץ - Israel Katz החליט שגובה המענק הסוציאלי של עד 15 אלף ש״ח, יקבע בהתאם לרף ההכנסות הגבוה מבין השנים 2018 או 2019, וזאת כדי לאפשר לזכאים לקבל את הסכום הגבוה מבין השנים האלה. הסדר זה יחול על המענק הסוציאלי שיינתן לעצמאים ולבעלי העסקים שיהיו זכאיים כל חודשיים ועד סוף יוני 2021.",https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/4413295275349110/?type=3,,"‎'‎בכל חודשיים מענק בגובה עד 15,000 ""₪ עד סוף יוני 2021 לעצמאים ובעלי עסקים אשל משרדהאוצר רשת ביטחון בצל קורונה‎'‎",,,,,2.03
משרד החינוך,edu.gov.il,1.12E+14,282280,2020-07-18 20:04:00 EET,Photo,53,0,13,2,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3282888138442619,"פגיעה ברשת עוברת את סינון המסיכה! אל תפיצו תכנים שתתחרטו עליהם. למידע נוסף היכנסו >> http://bit.ly/37bqrJJ:=:https://parents.education.gov.il/prhnet/parents/society-family-community/cyber-bullying #החופשלהיותבטוחים השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך המטה הלאומי להגנה על ילדים ברשת - 105",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3282885721776194/?type=3,,,,,,,-1.9
משרד החינוך,edu.gov.il,1.12E+14,282283,2020-07-19 08:24:08 EET,Native Video,1012,150,57,101,14,5,0,0,6,crosspost,87384,88856,93013,00:02:28,https://www.facebook.com/edu.gov.il/posts/3283517555046344,"תלמידי בית ספר קריית יערים רמת השרון מחיים את פרדי מרקורי. מופעי הסיום בוטלו, אך ב""קריית יערים"" לא רצו שהבוגרים יפספסו את החוויה, אז הפיקו להם מופע מצולם. תהנו מ""רפסודיה בוהמית"" נוסח ""קריית יערים"". מחוז תל אביב - משרד החינוך",https://www.facebook.com/edu.gov.il/videos/718119999043687/,,,"""רפסודיה בוהמית"" בקריית יערים רמת השרון",,,,13.45
משרד החינוך,edu.gov.il,1.12E+14,282283,2020-07-19 18:36:04 EET,Photo,177,49,12,3,0,0,0,0,3,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3258717137526386,מאחלים בהצלחה לתלמידות והתלמידים הניגשים מחר לבחינת הבגרות בעברית!,https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3258715047526595/?type=3,,,,,,,1.86
משרד החינוך,edu.gov.il,1.12E+14,282292,2020-07-20 08:36:13 EET,Native Video,52,3,16,1,0,0,0,0,0,original,2029,2309,0,00:00:34,https://www.facebook.com/edu.gov.il/posts/3291461650918601,"רק יחד, אם כל אחד ואחת מאיתנו יחשבו על האחר - נוכל לחזור לשגרה מוכרת ואהובה. משרד הבריאות",https://www.facebook.com/edu.gov.il/videos/927261574456572/,,,השגרה של כולנו בידיים שלך,,,,-1.39
משרד הביטחון,MODIsrael,3.84E+14,230340,2020-07-20 10:48:59 EET,Link,357,221,72,15,4,8,0,2,2,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/3152763468096217,Hostile intruders or innocent wild animals? Know the answer? Join the competition and help classify radar-tracked objects using advanced machine learning techniques,https://mafatchallenge.mod.gov.il/#utm_source=Facebook&utm_medium=cpc,,,Competition launch on July 15,"The Israeli Ministry of Defense Directorate of Defense Research and Development (DDR&D) is excited to announce the launch of the “MAFAT challenge” - a series of prize competitions in the field of Data Science that are fully open to the general public, academic and industry sectors.",,,2.53
משרד הביטחון,MODIsrael,3.84E+14,230340,2020-07-20 12:44:59 EET,Photo,187,16,5,2,7,0,0,2,1,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/3166770480028849,"הבודקים הביטחוניים של רשות המעברים במשרד הביטחון סיכלו הלילה במעבר חוצה שומרון ניסיון הברחה של רובה ציד וכדורים. רכב ישראלי שהגיע מכיוון מזרח עורר את חשדה של בודקת ביטחונית במעבר. בחיפוש ברכב התגלה הרובה ולצידו שקית עם כדורים, עטופים בשמיכה. הנהג הועבר לחקירת משטרת ישראל והנשק #🇮🇱",https://www.facebook.com/MODIsrael/photos/a.478080698897854/3166770480028849/?type=3,,,Timeline Photos,,,,-1.08
משרד החינוך,edu.gov.il,1.12E+14,282292,2020-07-20 13:43:18 EET,Photo,44,22,19,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3294310427300390,"ניגשתן/ם היום לבחינת הבגרות בעברית?? היכנסו להצעות לפתרון בחינת הבגרות בעברית - מועד קיץ תש""ף 2020 שהתקיימה היום ותייגו חברים וחברות שנבחנו בשאלונים: 11281 - עברית: הבנה, הבעה ולשון 11271 - עברית: לשון להצעת פיתרון היכנסו>> bit.ly/ExamsSolutions:=:https://students.education.gov.il/matriculation-exams/solutions?utm_source=Facebook&utm_medium=banner_Main&utm_campaign=Exams",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3294309910633775/?type=3,,,,,,,-1.54
משרד החינוך,edu.gov.il,1.12E+14,282292,2020-07-20 18:52:35 EET,Photo,42,2,11,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3282915195106580,"מקפידים על ידיים נקיות למען בריאותנו הפיזית מקפידים על רשת נקייה למען בריאותנו הנפשית גם הקיץ יש לנו את #החופש_להיות_בטוחים למידע נוסף היכנסו >> http://bit.ly/37bqrJJ:=:https://parents.education.gov.il/prhnet/parents/society-family-community/cyber-bullying השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך המטה הלאומי להגנה על ילדים ברשת - 105",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3282914768439956/?type=3,,,,,,,-2.36
משרד החינוך,edu.gov.il,1.12E+14,282307,2020-07-21 07:56:12 EET,Photo,37,1,19,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3264095043655262,"הורים יקרים, גם בחופש הגדול אין חופש מאחריות על הילדים! בנוסף להנחיות הבריאות, חשוב לשמור על כללי הבטיחות והזהירות בעת בילוי במים בימי הקיץ. למידע נוסף היכנסו >> https://bit.ly/399rVXm:=:https://parents.education.gov.il/prhnet/parents/news/caution-in-the-pool",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3291760770888689/?type=3,,,,,,,-2.2
משרד החינוך,edu.gov.il,1.12E+14,282307,2020-07-21 12:09:27 EET,Photo,75,97,17,0,0,0,0,2,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3297145830350183,"ציוני הבגרות באנגלית של מועד א' קיץ תש""ף (2020) פורסמו באופן חלקי בפורטל תלמידים. בשנים שבשגרה, אגף הבחינות של משרד החינוך עושה כל מאמץ כדי לפרסם את ציוני מועד קיץ באנגלית ובמתמטיקה מספר ימים לפני מועד ב', כדי להעניק לתלמידים זמן ראוי להיערכות, ובתוך כך לאפשר להם לבחור באופן מושכל, האם לגשת ולהבחן במועד ב' ואם לאו. בשל התפשטות נגיף הקורונה והפסקת פעילות מוסדות החינוך אנו פועלים מתוך אילוצים ומתוך דאגה לשלום הציבור. באופן חריג פורסמו ציוני הבחינות שנבדקו עד היום (21.7) אנו מתנצלים מראש בפני התלמידים שבחינותיהם לא יבדקו עד למועד זה, אך חשוב לנו להבהיר, כי אנו פועלים מתוך האילוצים האמורים לעיל, ומתוך דאגה לשלום הציבור. אנו עושים כל מאמץ לפרסם בהקדם את כל הציונים. בכוונתנו להמשיך ולנקוט בכל הצעדים הנדרשים כדי לשמור על בריאות התלמידים וצוותי ההוראה בבתי הספר. אנו מאחלים למנהלים, לצוותי החינוך ולתלמידים המשך הצלחה. היכנסו לפורטל תלמידים >> bit.ly/newMARK:=:https://students.education.gov.il/matriculation-exams/grades#?utm_source=Facebook&utm_medium=Banner_grade&utm_hebrew_math-exams-suggestions-summer-2019=StudentsPortal",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3297074090357357/?type=3,,,,,,,1.47
משרד החינוך,edu.gov.il,1.12E+14,282307,2020-07-21 18:12:39 EET,Native Video,70,9,18,4,0,0,0,0,0,crosspost,3734,4487,12467,00:02:08,https://www.facebook.com/edu.gov.il/posts/3297475166983916,"על רקע מגפת הקורונה נוער מד""א מתגייס לאיוש מוקדי החירום, הכוונת אזרחים וסיוע לוגיסטי באחד מהזמנים הקשים שחווינו במדינת ישראל. ארגוני הנוער, בחירום ובשגרה, לוקחים על עצמם משימות לאומיות משמעותיות כדי לפעול למען הקהילה, החברה והמדינה שלנו. צפו בפעילות החשובה של נוער מד""א בזמן משבר הקורונה, גאים בנוער שלנו! מועצת ארגוני הילדים והנוער מגן דוד אדום - Magen David Adom",https://www.facebook.com/edu.gov.il/videos/339164474119853/,,,"פעילות נוער מד""א",,,,1.01
משרד החינוך,edu.gov.il,1.12E+14,282329,2020-07-22 08:37:37 EET,Photo,22,1,8,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3264098383654928,"הורים יקרים, גם בחופש הגדול אין חופש מאחריות על הילדים! בנוסף להנחיות הבריאות, חשוב לשמור על כללי הבטיחות והזהירות בזמן יציאה לנסיעה בימי הקיץ. למידע נוסף היכנסו >> https://bit.ly/3fItRst:=:https://parents.education.gov.il/prhnet/parents/news/kids-in-the-car",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3291759554222144/?type=3,,,,,,,-4.09
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,52728,2020-07-22 09:25:22 EET,Photo,37,17,0,3,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/4436122409733063,"הסתיימה שביתת העובדים הסוציאליים: סוכם על מתווה סיוע במסגרתו יוקצה סכום ייעודי לטובת מתן מענה בתחום מוגנות העובדים הסוציאליים וכמו כן, הגדלת שיעורי המשרה של העובדים הסוציאליים העובדים בחלקיות משרה. בתמונה בסיום הפגישה הליילית: שר האוצר, ישראל כ""ץ, שר הרווחה, איציק שמולי, סגן שר האוצר, יצחק כהן, יו""ר ההסתדרות, ארנון בר-דוד ויו""ר איגוד העובדים הסוציאליים, ענבל חרמוני.",https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/4436122076399763/?type=3,,,,,,,-1.14
משרד הביטחון,MODIsrael,3.84E+14,230445,2020-07-22 13:29:45 EET,Link,80,3,13,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/3172465156126048,"תוכנית 'ממדים ללימודים' תיפתח להרשמה לשנת הלימודים תשפ""א כמתוכנן. משרדי הביטחון והאוצר פועלים לסיכום המקורות התקציביים הנדרשים למימוש התוכנית בכדי שההרשמה תיפתח באחד בספטמבר באתר האינטרנט של האגף והקרן לחיילים משוחררים. כזכור, 'ממדים ללימודים' מממנת תואר ראשון לחיילים משוחררים (שני שליש משכר הלימוד האוניברסיטאי ניתן במענק מיוחד ושליש משולם מכספי הפיקדון האישי). התכנית מיועדת לחיילים משוחררים, שהתגייסו החל מ-1.7.2013 ושירתו שירות מלא ותקין כלוחמים/ות ולאוכלוסיות מיוחדות, בהן: חיילים בודדים, עולים חדשים, מקבלי תשלומי משפחה ובני מיעוטים. האגף והקרן לחיילים משוחררים - משרד הביטחון",https://www.hachvana.mod.gov.il/education/Pages/mimadim.aspx,,,"תוכנית ""ממדים ללימודים""","תוכנית ""ממדים ללימודים"" טקסט 1פרטים לגבי מועד פתיחת מלגת ""ממדים ללימודים"" לשנת הלימודים תשפ""א יפורסמו בהמשך.  הרמטכ""ל, הכריז על תוכנית אותה אישר שר הביטחון, המעניקה ס...",,,-2.77
משרד החינוך,edu.gov.il,1.12E+14,282329,2020-07-22 13:41:03 EET,Photo,49,8,7,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3300200770044689,"שירותי החינוך של תלמידים חולים בביתם עוברים לידי מערכת החינוך. גיבשנו תכנית חלופית שתיתן מענה רציף, מקצועי ואישי לתלמידים חולים בביתם, כאשר שירותי החינוך יינתנו על ידי אנשי מקצוע מתוך מערכת החינוך, ולא על ידי ספק חיצוני. לאור זאת, התכנית תאפשר לשפר את השירות החינוכי לטובת התלמיד ותחזק את הקשר של התלמיד עם מוסדות החינוך. התכנית תצא לפועל בתאריך ה- 1.12.2020, ועד אז תוארך ההתקשרות עם הספק הנוכחי. במהלך החודשים הקרובים המשרד יסיים את העברת התכנית באופן מקצועי והתאמתה באופן אישי לכל תלמידה ותלמיד.",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3300200126711420/?type=3,,,,,,,-2.02
משרד החינוך,edu.gov.il,1.12E+14,282329,2020-07-22 18:34:48 EET,Photo,128,8,11,6,0,0,0,1,2,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3299625793435520,"הכירו את סיירת לוחמי הקורונה בגבעתיים, בני נוער המתנדבים בסיירת המסיכות מסבירים על חשיבות שמירת המרחק ועטיית המסיכות. כל הכבוד על הפעילות החשובה! #זה_בידיים_שלנו",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3299617576769675/?type=3,,,Photos from ‎משרד החינוך‎'s post,,,,1.22
משרד החינוך,edu.gov.il,1.12E+14,282357,2020-07-23 08:28:33 EET,Photo,231,36,15,10,30,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3302397039825062,"הים מגיע אל בית ספר חמ""ד נצח ישראל פתח תקווה על ידי האמן הלל לזרוב אמן ציורי קיר. התלמידים התחדשו בים קטן והמשחק ""ים יבשה"" מקבל תפאורה שלמה מסביב. בבית הספר מאמינים בפיתוח לומד עצמאי יצירתי וחושב. באמצעות בניית מרחבים חדשניים ולמידה במרחב, המורה מנחה ומאמן את התלמידים שמגלים סקרנות הנאה גדולה ללמידה. מחוז תל אביב - משרד החינוך",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3302390673159032/?type=3,,,Photos from ‎משרד החינוך‎'s post,,,,2.52
משרד הביטחון,MODIsrael,3.84E+14,230493,2020-07-23 13:00:11 EET,Photo,238,18,28,4,1,2,0,0,1,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/3175264092512821,"שת""פ ישראלי-הודי לקידום הבשלת טכנולוגיות לאבחון מהיר של נגיף הקורונה משרדי החוץ, הביטחון והבריאות יובילו בשבועות הקרובים מבצע חסר תקדים בלוחמה בקורונה, בשיתוף פעולה עם משרד המדען הראשי ההודי. בטיסה מיוחדת מישראל תגיע להודו משלחת בכירה של מפא""ת, כדי לערוך את השלבים הסופיים במחקר של טכנולוגיות מתקדמות לאבחון מהיר של קורונה. הטיסה המיוחדת אף תביא להודו טכנולוגיות ישראליות פורצות דרך, שנתרמו על ידי משרד החוץ והמגזר הפרטי ונועדו לסייע להודו להתמודד עם משבר הקורונה החריף במדינה.",https://www.facebook.com/MODIsrael/photos/a.478080698897854/3175261339179763/?type=3,,,,,,,1.23
משרד החינוך,edu.gov.il,1.12E+14,282357,2020-07-23 16:39:14 EET,Photo,85,97,12,1,0,0,3,16,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3302457969818969,"ציוני הבגרות במתמטיקה של מועד א' קיץ תש""ף (2020) פורסמו באופן חלקי בפורטל תלמידים. בשנים שבשגרה, אגף הבחינות של משרד החינוך עושה כל מאמץ כדי לפרסם את ציוני מועד קיץ באנגלית ובמתמטיקה מספר ימים לפני מועד ב', כדי להעניק לתלמידים זמן ראוי להיערכות, ובתוך כך לאפשר להם לבחור באופן מושכל, האם לגשת ולהבחן במועד ב' ואם לאו. בשל התפשטות נגיף הקורונה והפסקת פעילות מוסדות החינוך אנו פועלים מתוך אילוצים ומתוך דאגה לשלום הציבור. באופן חריג פורסמו ציוני הבחינות שנבדקו עד היום (23.7) אנו מתנצלים מראש בפני התלמידים שבחינותיהם לא יבדקו עד למועד זה, אך חשוב לנו להבהיר, כי אנו פועלים מתוך האילוצים האמורים לעיל, ומתוך דאגה לשלום הציבור. אנו עושים כל מאמץ לפרסם בהקדם את כל הציונים. בכוונתנו להמשיך ולנקוט בכל הצעדים הנדרשים כדי לשמור על בריאות התלמידים וצוותי ההוראה בבתי הספר. אנו מאחלים למנהלים, לצוותי החינוך ולתלמידים המשך הצלחה. היכנסו לפורטל תלמידים >> bit.ly/newMARK:=:https://students.education.gov.il/matriculation-exams/grades#?utm_source=Facebook&utm_medium=Banner_grade&utm_hebrew_math-exams-suggestions-summer-2019=StudentsPortal",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3302455209819245/?type=3,,,,,,,1.67
משרד החינוך,edu.gov.il,1.12E+14,282357,2020-07-23 20:04:47 EET,Photo,23,2,5,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3282902381774528,"אל תמשיכו את הגל השני בשרשרת ההפצה. אל תיקחו חלק בפגיעה ובביוש! אל תפיצו תכנים שתתחרטו עליהם. למידע נוסף היכנסו >> http://bit.ly/37bqrJJ:=:https://parents.education.gov.il/prhnet/parents/society-family-community/cyber-bullying #החופשלהיותבטוחים השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך המטה הלאומי להגנה על ילדים ברשת - 105",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3282902188441214/?type=3,,,,,,,-4.13
משרד החינוך,edu.gov.il,1.12E+14,282475,2020-07-26 07:46:03 EET,Photo,42,2,9,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/3310911395640293,"הצטרפנו לאימון היומי של תלמידי האקדמיה למנהיגות ברכיבה ע""ש ג'ינו ברטלי בכפר הנוער בן-שמן-העמוד הרשמי 🚴🚴🚴🚴 צילום: Brian Hodes המינהל לחינוך התיישבותי, פנימייתי ועליית הנוער - משרד החינוך",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/3310902158974550/?type=3,,,Photos from ‎משרד החינוך‎'s post,,,,-2.3
